date,dfr,d_dfr,short_yield,yield_1y,long_yield,nim_it,cet1_it,gdp_it,defl_it,credit_it,shadow_rate,d_ssr
2023-10-01,3.875,0.0,3.957455988455987,3.3362831094301586,4.378,2.18,15.9,2682.179192714439,-3.390155167568134,1411.5166407769382,3.649820347827656,-0.2023018724837211
2024-01-01,3.875,0.0,3.9236147186147203,3.2256574667666666,3.7929999999999997,2.31,15.93,2682.179192714439,-3.390155167568134,1410.5770554712028,3.5082068348345445,-0.14161351299311153
2024-04-01,3.75,-0.125,3.808171936758893,3.258066867679365,3.8806666666666665,2.31,16.23,2682.179192714439,-14.310084364067329,1410.2216904550357,3.5675258272331214,0.05931899239857685
2024-07-01,3.5,-0.25,3.5553770939205704,2.834862513457576,3.6923333333333335,2.3,16.39,2682.179192714439,15.415067982725835,1409.5449227504942,3.134941681647609,-0.4325841455855124
2024-10-01,3.125,-0.375,2.9964871698349937,2.326711740726984,3.4636666666666667,2.33,16.15,2682.179192714439,26.236426446749107,1409.449642781519,2.5353919645504015,-0.5995497170972075
2025-01-01,2.625,-0.5,2.5568363354,2.1887812707793652,3.712666666666667,2.16,16.28,2682.179192714439,60.61358035703155,1409.6465050916595,2.312963616589141,-0.22242834796126054
2025-04-01,2.125,-0.5,2.1076911977,1.8223808436435485,3.6140000000000003,2.14,16.18,2682.179192714439,60.61358035703155,1410.2437095071093,1.8280410635548237,-0.4849225530343173
2025-07-01,,,2.0115719305,1.8734979863651515,3.5446666666666666,1.99,15.84,2682.179192714439,53.06282510621704,1410.513324620259,1.783202939440973,-0.044838124113850686
2025-10-01,,,2.040622463766667,1.9477280748953125,3.4843333333333333,2.03,15.85,2682.179192714439,18.232155679395458,1410.8602222154848,1.83674956361126,0.053546624170287105
2026-01-01,,,2.0277272727,,3.5376666666666665,,,2682.179192714439,18.232155679395458,,1.9155848818949748,0.0788353182837147
2026-04-01,,,,,3.818,,,2682.179192714439,18.232155679395458,,2.2719401964192434,0.3563553145242686
